Data Year,County,Fuel Type,Make,Model,Number of Vehicles
2010,Alameda,Electric,Ford,Ranger,3
2010,Alameda,Electric,Tesla,Roadster,17
2010,Alameda,Bio Diesel,,,11
2010,Alameda,Diesel,,,10928
2010,Alameda,Flex Fuel,,,10974
2010,Alameda,Gasoline,,,840577
2010,Alameda,Gasoline Hybrid,,,22720
2010,Alameda,Natural Gas,,,173
2010,Alameda,Propane,,,19
2010,Alpine,Diesel,,,73
2010,Alpine,Flex Fuel,,,16
2010,Alpine,Gasoline,,,943
2010,Alpine,Gasoline Hybrid,,,9
2010,Amador,Electric,Ford,Ranger,1
2010,Amador,Bio Diesel,,,1
2010,Amador,Diesel,,,2064
2010,Amador,Flex Fuel,,,489
2010,Amador,Gasoline,,,27584
2010,Amador,Gasoline Hybrid,,,322
2010,Amador,Natural Gas,,,4
2010,Amador,Propane,,,16
2010,Butte,Bio Diesel,,,19
2010,Butte,Diesel,,,6868
2010,Butte,Flex Fuel,,,2441
2010,Butte,Gasoline,,,122257
2010,Butte,Gasoline Hybrid,,,1570
2010,Butte,Natural Gas,,,8
2010,Butte,Propane,,,6
2010,Calaveras,Bio Diesel,,,5
2010,Calaveras,Diesel,,,2977
2010,Calaveras,Flex Fuel,,,693
2010,Calaveras,Gasoline,,,35499
2010,Calaveras,Gasoline Hybrid,,,458
2010,Calaveras,Natural Gas,,,1
2010,Calaveras,Propane,,,3
2010,Colusa,Bio Diesel,,,9
2010,Colusa,Diesel,,,1186
2010,Colusa,Flex Fuel,,,468
2010,Colusa,Gasoline,,,12875
2010,Colusa,Gasoline Hybrid,,,68
2010,Colusa,Propane,,,4
2010,Contra Costa,Electric,Tesla,Roadster,10
2010,Contra Costa,Bio Diesel,,,26
2010,Contra Costa,Diesel,,,10871
2010,Contra Costa,Flex Fuel,,,9703
2010,Contra Costa,Gasoline,,,630056
2010,Contra Costa,Gasoline Hybrid,,,15506
2010,Contra Costa,Natural Gas,,,117
2010,Contra Costa,Propane,,,15
2010,Del Norte,Bio Diesel,,,1
2010,Del Norte,Diesel,,,1141
2010,Del Norte,Flex Fuel,,,340
2010,Del Norte,Gasoline,,,14452
2010,Del Norte,Gasoline Hybrid,,,148
2010,Del Norte,Natural Gas,,,1
2010,El Dorado,Bio Diesel,,,13
2010,El Dorado,Diesel,,,7061
2010,El Dorado,Flex Fuel,,,1993
2010,El Dorado,Gasoline,,,118846
2010,El Dorado,Gasoline Hybrid,,,2056
2010,El Dorado,Natural Gas,,,6
2010,El Dorado,Propane,,,5
2010,Fresno,Electric,Tesla,Roadster,2
2010,Fresno,Bio Diesel,,,45
2010,Fresno,Diesel,,,10788
2010,Fresno,Flex Fuel,,,10732
2010,Fresno,Gasoline,,,455655
2010,Fresno,Gasoline Hybrid,,,3891
2010,Fresno,Natural Gas,,,18
2010,Fresno,Propane,,,16
2010,Glenn,Bio Diesel,,,7
2010,Glenn,Diesel,,,1539
2010,Glenn,Flex Fuel,,,467
2010,Glenn,Gasoline,,,16625
2010,Glenn,Gasoline Hybrid,,,81
2010,Glenn,Propane,,,1
2010,Humboldt,Electric,Ford,Ranger,1
2010,Humboldt,Electric,Tesla,Roadster,1
2010,Humboldt,Bio Diesel,,,16
2010,Humboldt,Diesel,,,6824
2010,Humboldt,Flex Fuel,,,1402
2010,Humboldt,Gasoline,,,81537
2010,Humboldt,Gasoline Hybrid,,,1164
2010,Humboldt,Natural Gas,,,3
2010,Humboldt,Propane,,,3
2010,Imperial,Bio Diesel,,,20
2010,Imperial,Diesel,,,2695
2010,Imperial,Flex Fuel,,,2986
2010,Imperial,Gasoline,,,99688
2010,Imperial,Gasoline Hybrid,,,404
2010,Imperial,Natural Gas,,,13
2010,Imperial,Propane,,,1
2010,Inyo,Bio Diesel,,,1
2010,Inyo,Diesel,,,1078
2010,Inyo,Flex Fuel,,,254
2010,Inyo,Gasoline,,,13534
2010,Inyo,Gasoline Hybrid,,,126
2010,Inyo,Natural Gas,,,1
2010,Inyo,Propane,,,2
2010,Kern,Electric,Tesla,Roadster,1
2010,Kern,Bio Diesel,,,88
2010,Kern,Diesel,,,16004
2010,Kern,Flex Fuel,,,11303
2010,Kern,Gasoline,,,403815
2010,Kern,Gasoline Hybrid,,,3156
2010,Kern,Natural Gas,,,26
2010,Kern,Propane,,,13
2010,Kings,Bio Diesel,,,10
2010,Kings,Diesel,,,2330
2010,Kings,Flex Fuel,,,2042
2010,Kings,Gasoline,,,64157
2010,Kings,Gasoline Hybrid,,,469
2010,Kings,Natural Gas,,,3
2010,Kings,Propane,,,6
2010,Lake,Electric,Ford,Ranger,1
2010,Lake,Bio Diesel,,,2
2010,Lake,Diesel,,,2571
2010,Lake,Flex Fuel,,,835
2010,Lake,Gasoline,,,44205
2010,Lake,Gasoline Hybrid,,,515
2010,Lake,Natural Gas,,,1
2010,Lake,Propane,,,1
2010,Lassen,Bio Diesel,,,2
2010,Lassen,Diesel,,,2058
2010,Lassen,Flex Fuel,,,374
2010,Lassen,Gasoline,,,16574
2010,Lassen,Gasoline Hybrid,,,93
2010,Los Angeles,Electric,Ford,Ranger,5
2010,Los Angeles,Electric,MINI,Mini E,79
2010,Los Angeles,Electric,Tesla,Roadster,123
2010,Los Angeles,Bio Diesel,,,166
2010,Los Angeles,Diesel,,,48851
2010,Los Angeles,Hydrogen ,Honda,FCX Clarity,12
2010,Los Angeles,Flex Fuel,,,92770
2010,Los Angeles,Gasoline,,,5286329
2010,Los Angeles,Gasoline Hybrid,,,103203
2010,Los Angeles,Natural Gas,,,1664
2010,Los Angeles,PHEV,Toyota,Prius,153
2010,Los Angeles,Propane,,,99
2010,Madera,Bio Diesel,,,11
2010,Madera,Diesel,,,3306
2010,Madera,Flex Fuel,,,1843
2010,Madera,Gasoline,,,72963
2010,Madera,Gasoline Hybrid,,,546
2010,Madera,Natural Gas,,,2
2010,Madera,Propane,,,8
2010,Marin,Electric,Tesla,Roadster,15
2010,Marin,Bio Diesel,,,2
2010,Marin,Diesel,,,3100
2010,Marin,Flex Fuel,,,1661
2010,Marin,Gasoline,,,161046
2010,Marin,Gasoline Hybrid,,,8447
2010,Marin,Natural Gas,,,50
2010,Marin,Propane,,,3
2010,Mariposa,Bio Diesel,,,4
2010,Mariposa,Diesel,,,1054
2010,Mariposa,Flex Fuel,,,247
2010,Mariposa,Gasoline,,,14142
2010,Mariposa,Gasoline Hybrid,,,151
2010,Mariposa,Natural Gas,,,1
2010,Mariposa,Propane,,,2
2010,Mendocino,Bio Diesel,,,8
2010,Mendocino,Diesel,,,4752
2010,Mendocino,Flex Fuel,,,962
2010,Mendocino,Gasoline,,,59583
2010,Mendocino,Gasoline Hybrid,,,1108
2010,Mendocino,Natural Gas,,,4
2010,Mendocino,Propane,,,3
2010,Merced,Bio Diesel,,,13
2010,Merced,Diesel,,,4446
2010,Merced,Flex Fuel,,,2992
2010,Merced,Gasoline,,,124676
2010,Merced,Gasoline Hybrid,,,826
2010,Merced,Natural Gas,,,2
2010,Merced,Propane,,,7
2010,Modoc,Diesel,,,856
2010,Modoc,Flex Fuel,,,128
2010,Modoc,Gasoline,,,5556
2010,Modoc,Gasoline Hybrid,,,25
2010,Modoc,Propane,,,1
2010,Mono,Diesel,,,585
2010,Mono,Flex Fuel,,,160
2010,Mono,Gasoline,,,8665
2010,Mono,Gasoline Hybrid,,,90
2010,Monterey,Electric,Tesla,Roadster,1
2010,Monterey,Bio Diesel,,,11
2010,Monterey,Diesel,,,5857
2010,Monterey,Flex Fuel,,,4696
2010,Monterey,Gasoline,,,227776
2010,Monterey,Gasoline Hybrid,,,3478
2010,Monterey,Natural Gas,,,15
2010,Monterey,Propane,,,13
2010,Napa,Electric,Ford,Ranger,1
2010,Napa,Electric,Tesla,Roadster,3
2010,Napa,Bio Diesel,,,7
2010,Napa,Diesel,,,3068
2010,Napa,Flex Fuel,,,1504
2010,Napa,Gasoline,,,83801
2010,Napa,Gasoline Hybrid,,,2092
2010,Napa,Natural Gas,,,7
2010,Napa,Propane,,,2
2010,Nevada,Bio Diesel,,,9
2010,Nevada,Diesel,,,4551
2010,Nevada,Flex Fuel,,,931
2010,Nevada,Gasoline,,,67350
2010,Nevada,Gasoline Hybrid,,,1182
2010,Nevada,Natural Gas,,,3
2010,Nevada,Propane,,,6
2010,Orange,Electric,Ford,Ranger,1
2010,Orange,Electric,MINI,Mini E,8
2010,Orange,Electric,Tesla,Roadster,29
2010,Orange,Bio Diesel,,,97
2010,Orange,Diesel,,,22506
2010,Orange,Hydrogen ,Honda,FCX Clarity,2
2010,Orange,Flex Fuel,,,31371
2010,Orange,Gasoline,,,1780051
2010,Orange,Gasoline Hybrid,,,31421
2010,Orange,Natural Gas,,,804
2010,Orange,Propane,,,35
2010,Placer,Electric,Ford,Ranger,2
2010,Placer,Electric,Tesla,Roadster,3
2010,Placer,Bio Diesel,,,31
2010,Placer,Diesel,,,9247
2010,Placer,Flex Fuel,,,4558
2010,Placer,Gasoline,,,223181
2010,Placer,Gasoline Hybrid,,,4036
2010,Placer,Natural Gas,,,11
2010,Placer,Propane,,,14
2010,Plumas,Bio Diesel,,,1
2010,Plumas,Diesel,,,1413
2010,Plumas,Flex Fuel,,,251
2010,Plumas,Gasoline,,,15658
2010,Plumas,Gasoline Hybrid,,,77
2010,Riverside,Electric,MINI,Mini E,1
2010,Riverside,Electric,Tesla,Roadster,3
2010,Riverside,Bio Diesel,,,81
2010,Riverside,Diesel,,,28460
2010,Riverside,Flex Fuel,,,24961
2010,Riverside,Gasoline,,,1137102
2010,Riverside,Gasoline Hybrid,,,12516
2010,Riverside,Natural Gas,,,248
2010,Riverside,Propane,,,27
2010,Sacramento,Electric,Ford,Ranger,2
2010,Sacramento,Electric,Tesla,Roadster,4
2010,Sacramento,Bio Diesel,,,49
2010,Sacramento,Diesel,,,16241
2010,Sacramento,Flex Fuel,,,12974
2010,Sacramento,Gasoline,,,767773
2010,Sacramento,Gasoline Hybrid,,,10759
2010,Sacramento,Natural Gas,,,70
2010,Sacramento,Propane,,,48
2010,San Benito,Electric,Tesla,Roadster,1
2010,San Benito,Bio Diesel,,,4
2010,San Benito,Diesel,,,1642
2010,San Benito,Flex Fuel,,,820
2010,San Benito,Gasoline,,,32388
2010,San Benito,Gasoline Hybrid,,,427
2010,San Benito,Natural Gas,,,1
2010,San Benito,Propane,,,2
2010,San Bernardino,Electric,Ford,Ranger,3
2010,San Bernardino,Electric,Tesla,Roadster,1
2010,San Bernardino,Bio Diesel,,,89
2010,San Bernardino,Diesel,,,24648
2010,San Bernardino,Flex Fuel,,,23688
2010,San Bernardino,Gasoline,,,1066079
2010,San Bernardino,Gasoline Hybrid,,,9228
2010,San Bernardino,Natural Gas,,,174
2010,San Bernardino,Propane,,,36
2010,San Diego,Electric,MINI,Mini E,2
2010,San Diego,Electric,Tesla,Roadster,27
2010,San Diego,Bio Diesel,,,83
2010,San Diego,Diesel,,,33491
2010,San Diego,Flex Fuel,,,33567
2010,San Diego,Gasoline,,,1821093
2010,San Diego,Gasoline Hybrid,,,31445
2010,San Diego,Natural Gas,,,360
2010,San Diego,Propane,,,212
2010,San Francisco,Electric,Tesla,Roadster,24
2010,San Francisco,Bio Diesel,,,6
2010,San Francisco,Diesel,,,3074
2010,San Francisco,Flex Fuel,,,2777
2010,San Francisco,Gasoline,,,335145
2010,San Francisco,Gasoline Hybrid,,,14081
2010,San Francisco,Natural Gas,,,225
2010,San Francisco,Propane,,,101
2010,San Joaquin,Electric,Tesla,Roadster,1
2010,San Joaquin,Bio Diesel,,,29
2010,San Joaquin,Diesel,,,9520
2010,San Joaquin,Flex Fuel,,,8191
2010,San Joaquin,Gasoline,,,356719
2010,San Joaquin,Gasoline Hybrid,,,3246
2010,San Joaquin,Natural Gas,,,28
2010,San Joaquin,Propane,,,11
2010,San Luis Obispo,Electric,Tesla,Roadster,1
2010,San Luis Obispo,Bio Diesel,,,18
2010,San Luis Obispo,Diesel,,,7936
2010,San Luis Obispo,Flex Fuel,,,3219
2010,San Luis Obispo,Gasoline,,,163956
2010,San Luis Obispo,Gasoline Hybrid,,,3391
2010,San Luis Obispo,Natural Gas,,,12
2010,San Luis Obispo,Propane,,,13
2010,San Mateo,Electric,Ford,Ranger,4
2010,San Mateo,Electric,Tesla,Roadster,46
2010,San Mateo,Bio Diesel,,,7
2010,San Mateo,Diesel,,,5603
2010,San Mateo,Flex Fuel,,,9328
2010,San Mateo,Gasoline,,,470341
2010,San Mateo,Gasoline Hybrid,,,15139
2010,San Mateo,Natural Gas,,,84
2010,San Mateo,Propane,,,6
2010,Santa Barbara,Electric,Ford,Ranger,3
2010,Santa Barbara,Electric,MINI,Mini E,2
2010,Santa Barbara,Electric,Tesla,Roadster,6
2010,Santa Barbara,Bio Diesel,,,26
2010,Santa Barbara,Diesel,,,5618
2010,Santa Barbara,Flex Fuel,,,4557
2010,Santa Barbara,Gasoline,,,236789
2010,Santa Barbara,Gasoline Hybrid,,,4640
2010,Santa Barbara,Natural Gas,,,13
2010,Santa Barbara,Propane,,,8
2010,Santa Clara,Electric,Ford,Ranger,6
2010,Santa Clara,Electric,Tesla,Roadster,87
2010,Santa Clara,Bio Diesel,,,55
2010,Santa Clara,Diesel,,,12259
2010,Santa Clara,Flex Fuel,,,12847
2010,Santa Clara,Gasoline,,,1076622
2010,Santa Clara,Gasoline Hybrid,,,30212
2010,Santa Clara,Natural Gas,,,285
2010,Santa Clara,Propane,,,14
2010,Santa Cruz,Electric,Ford,Ranger,1
2010,Santa Cruz,Electric,Tesla,Roadster,5
2010,Santa Cruz,Bio Diesel,,,8
2010,Santa Cruz,Diesel,,,4487
2010,Santa Cruz,Flex Fuel,,,2015
2010,Santa Cruz,Gasoline,,,156329
2010,Santa Cruz,Gasoline Hybrid,,,4433
2010,Santa Cruz,Natural Gas,,,18
2010,Santa Cruz,Propane,,,4
2010,Shasta,Bio Diesel,,,14
2010,Shasta,Diesel,,,8760
2010,Shasta,Flex Fuel,,,2285
2010,Shasta,Gasoline,,,108039
2010,Shasta,Gasoline Hybrid,,,1031
2010,Shasta,Natural Gas,,,3
2010,Shasta,Propane,,,5
2010,Sierra,Diesel,,,257
2010,Sierra,Flex Fuel,,,38
2010,Sierra,Gasoline,,,2467
2010,Sierra,Gasoline Hybrid,,,17
2010,Siskiyou,Bio Diesel,,,10
2010,Siskiyou,Diesel,,,3491
2010,Siskiyou,Flex Fuel,,,580
2010,Siskiyou,Gasoline,,,31159
2010,Siskiyou,Gasoline Hybrid,,,216
2010,Siskiyou,Natural Gas,,,5
2010,Siskiyou,Propane,,,1
2010,Solano,Bio Diesel,,,20
2010,Solano,Diesel,,,6059
2010,Solano,Flex Fuel,,,4049
2010,Solano,Gasoline,,,242438
2010,Solano,Gasoline Hybrid,,,3793
2010,Solano,Natural Gas,,,139
2010,Solano,Propane,,,5
2010,Sonoma,Electric,Ford,Ranger,3
2010,Sonoma,Electric,Tesla,Roadster,5
2010,Sonoma,Bio Diesel,,,19
2010,Sonoma,Diesel,,,11380
2010,Sonoma,Flex Fuel,,,4721
2010,Sonoma,Gasoline,,,297682
2010,Sonoma,Gasoline Hybrid,,,7978
2010,Sonoma,Natural Gas,,,30
2010,Sonoma,Propane,,,15
2010,Stanislaus,Electric,Tesla,Roadster,1
2010,Stanislaus,Bio Diesel,,,20
2010,Stanislaus,Diesel,,,9319
2010,Stanislaus,Flex Fuel,,,6627
2010,Stanislaus,Gasoline,,,270794
2010,Stanislaus,Gasoline Hybrid,,,2116
2010,Stanislaus,Natural Gas,,,5
2010,Stanislaus,Propane,,,14
2010,Sutter,Bio Diesel,,,12
2010,Sutter,Diesel,,,2895
2010,Sutter,Flex Fuel,,,1324
2010,Sutter,Gasoline,,,51880
2010,Sutter,Gasoline Hybrid,,,424
2010,Sutter,Natural Gas,,,8
2010,Sutter,Propane,,,2
2010,Tehama,Bio Diesel,,,8
2010,Tehama,Diesel,,,3226
2010,Tehama,Flex Fuel,,,828
2010,Tehama,Gasoline,,,33715
2010,Tehama,Gasoline Hybrid,,,231
2010,Tehama,Natural Gas,,,2
2010,Tehama,Propane,,,1
2010,Trinity,Diesel,,,945
2010,Trinity,Flex Fuel,,,155
2010,Trinity,Gasoline,,,9584
2010,Trinity,Gasoline Hybrid,,,43
2010,Trinity,Propane,,,1
2010,Tulare,Electric,Ford,Ranger,1
2010,Tulare,Bio Diesel,,,36
2010,Tulare,Diesel,,,7771
2010,Tulare,Flex Fuel,,,5604
2010,Tulare,Gasoline,,,212902
2010,Tulare,Gasoline Hybrid,,,1486
2010,Tulare,Natural Gas,,,20
2010,Tulare,Propane,,,7
2010,Tuolumne,Bio Diesel,,,2
2010,Tuolumne,Diesel,,,2591
2010,Tuolumne,Flex Fuel,,,715
2010,Tuolumne,Gasoline,,,38802
2010,Tuolumne,Gasoline Hybrid,,,379
2010,Tuolumne,Natural Gas,,,3
2010,Tuolumne,Propane,,,3
2010,Ventura,Electric,Ford,Ranger,10
2010,Ventura,Electric,MINI,Mini E,21
2010,Ventura,Electric,Tesla,Roadster,11
2010,Ventura,Bio Diesel,,,46
2010,Ventura,Diesel,,,10876
2010,Ventura,Flex Fuel,,,10033
2010,Ventura,Gasoline,,,502245
2010,Ventura,Gasoline Hybrid,,,9023
2010,Ventura,Natural Gas,,,60
2010,Ventura,Propane,,,13
2010,Yolo,Electric,Ford,Ranger,1
2010,Yolo,Bio Diesel,,,13
2010,Yolo,Diesel,,,3794
2010,Yolo,Flex Fuel,,,2029
2010,Yolo,Gasoline,,,101116
2010,Yolo,Gasoline Hybrid,,,2466
2010,Yolo,Natural Gas,,,26
2010,Yolo,Propane,,,8
2010,Yuba,Bio Diesel,,,4
2010,Yuba,Diesel,,,2120
2010,Yuba,Flex Fuel,,,762
2010,Yuba,Gasoline,,,37569
2010,Yuba,Gasoline Hybrid,,,338
2010,Yuba,Natural Gas,,,4
2010,Yuba,Propane,,,1
2010,Out Of State,Electric,Ford,Ranger,2
2010,Out Of State,Electric,MINI,Mini E,6
2010,Out Of State,Electric,Tesla,Roadster,3
2010,Out Of State,Bio Diesel,,,69
2010,Out Of State,Diesel,,,3991
2010,Out Of State,Flex Fuel,,,47809
2010,Out Of State,Gasoline,,,341895
2010,Out Of State,Gasoline Hybrid,,,6387
2010,Out Of State,Natural Gas,,,16
2010,Out Of State,Propane,,,6
2011,Alameda,Electric,Ford,Ranger,3
2011,Alameda,Electric,Nissan,LEAF,273
2011,Alameda,Electric,Tesla,Roadster,23
2011,Alameda,Bio Diesel,,,106
2011,Alameda,Diesel,,,11327
2011,Alameda,Flex Fuel,,,12765
2011,Alameda,Gasoline,,,830679
2011,Alameda,Gasoline Hybrid,,,24984
2011,Alameda,Natural Gas,,,244
2011,Alameda,PHEV,Chevrolet,Volt,63
2011,Alameda,Propane,,,19
2011,Alpine,Diesel,,,70
2011,Alpine,Flex Fuel,,,14
2011,Alpine,Gasoline,,,878
2011,Alpine,Gasoline Hybrid,,,9
2011,Amador,Electric,Ford,Ranger,1
2011,Amador,Electric,Nissan,LEAF,3
2011,Amador,Bio Diesel,,,12
2011,Amador,Diesel,,,2092
2011,Amador,Flex Fuel,,,583
2011,Amador,Gasoline,,,27439
2011,Amador,Gasoline Hybrid,,,346
2011,Amador,Natural Gas,,,4
2011,Amador,PHEV,Chevrolet,Volt,2
2011,Amador,Propane,,,9
2011,Butte,Electric,Nissan,LEAF,6
2011,Butte,Bio Diesel,,,106
2011,Butte,Diesel,,,6915
2011,Butte,Flex Fuel,,,2876
2011,Butte,Gasoline,,,120815
2011,Butte,Gasoline Hybrid,,,1734
2011,Butte,Natural Gas,,,7
2011,Butte,PHEV,Chevrolet,Volt,2
2011,Butte,Propane,,,5
2011,Calaveras,Electric,Nissan,LEAF,1
2011,Calaveras,Electric,Tesla,Roadster,1
2011,Calaveras,Bio Diesel,,,22
2011,Calaveras,Diesel,,,2970
2011,Calaveras,Flex Fuel,,,792
2011,Calaveras,Gasoline,,,35095
2011,Calaveras,Gasoline Hybrid,,,485
2011,Calaveras,Natural Gas,,,1
2011,Calaveras,PHEV,Chevrolet,Volt,2
2011,Calaveras,Propane,,,3
2011,Colusa,Bio Diesel,,,46
2011,Colusa,Diesel,,,1181
2011,Colusa,Flex Fuel,,,578
2011,Colusa,Gasoline,,,12611
2011,Colusa,Gasoline Hybrid,,,81
2011,Colusa,Propane,,,9
2011,Contra Costa,Electric,Nissan,LEAF,114
2011,Contra Costa,Electric,Smart,Fortwo Electric Drive,1
2011,Contra Costa,Electric,Tesla,Roadster,15
2011,Contra Costa,Bio Diesel,,,112
2011,Contra Costa,Diesel,,,11137
2011,Contra Costa,Flex Fuel,,,11350
2011,Contra Costa,Gasoline,,,626454
2011,Contra Costa,Gasoline Hybrid,,,17370
2011,Contra Costa,Natural Gas,,,164
2011,Contra Costa,PHEV,Chevrolet,Volt,28
2011,Contra Costa,Propane,,,17
2011,Del Norte,Bio Diesel,,,5
2011,Del Norte,Diesel,,,1132
2011,Del Norte,Flex Fuel,,,406
2011,Del Norte,Gasoline,,,14160
2011,Del Norte,Gasoline Hybrid,,,155
2011,Del Norte,Natural Gas,,,1
2011,El Dorado,Electric,Nissan,LEAF,12
2011,El Dorado,Bio Diesel,,,59
2011,El Dorado,Diesel,,,7092
2011,El Dorado,Flex Fuel,,,2277
2011,El Dorado,Gasoline,,,117233
2011,El Dorado,Gasoline Hybrid,,,2316
2011,El Dorado,Natural Gas,,,6
2011,El Dorado,PHEV,Chevrolet,Volt,9
2011,El Dorado,Propane,,,5
2011,Fresno,Electric,Nissan,LEAF,9
2011,Fresno,Electric,Tesla,Roadster,3
2011,Fresno,Bio Diesel,,,170
2011,Fresno,Diesel,,,10769
2011,Fresno,Flex Fuel,,,13102
2011,Fresno,Gasoline,,,452828
2011,Fresno,Gasoline Hybrid,,,4387
2011,Fresno,Natural Gas,,,20
2011,Fresno,PHEV,Chevrolet,Volt,21
2011,Fresno,Propane,,,14
2011,Glenn,Bio Diesel,,,47
2011,Glenn,Diesel,,,1518
2011,Glenn,Flex Fuel,,,544
2011,Glenn,Gasoline,,,16482
2011,Glenn,Gasoline Hybrid,,,90
2011,Glenn,Natural Gas,,,1
2011,Humboldt,Electric,Nissan,LEAF,7
2011,Humboldt,Electric,Tesla,Roadster,1
2011,Humboldt,Bio Diesel,,,60
2011,Humboldt,Diesel,,,6945
2011,Humboldt,Flex Fuel,,,1625
2011,Humboldt,Gasoline,,,79921
2011,Humboldt,Gasoline Hybrid,,,1287
2011,Humboldt,Natural Gas,,,2
2011,Humboldt,PHEV,Chevrolet,Volt,1
2011,Humboldt,Propane,,,3
2011,Imperial,Bio Diesel,,,72
2011,Imperial,Diesel,,,2657
2011,Imperial,Flex Fuel,,,3563
2011,Imperial,Gasoline,,,100871
2011,Imperial,Gasoline Hybrid,,,456
2011,Imperial,Natural Gas,,,14
2011,Imperial,PHEV,Chevrolet,Volt,1
2011,Imperial,Propane,,,2
2011,Inyo,Bio Diesel,,,9
2011,Inyo,Diesel,,,1042
2011,Inyo,Flex Fuel,,,316
2011,Inyo,Gasoline,,,13251
2011,Inyo,Gasoline Hybrid,,,136
2011,Inyo,Natural Gas,,,1
2011,Inyo,Propane,,,1
2011,Kern,Electric,Nissan,LEAF,12
2011,Kern,Electric,Tesla,Roadster,1
2011,Kern,Bio Diesel,,,305
2011,Kern,Diesel,,,16226
2011,Kern,Flex Fuel,,,14490
2011,Kern,Gasoline,,,402924
2011,Kern,Gasoline Hybrid,,,3527
2011,Kern,Natural Gas,,,21
2011,Kern,PHEV,Chevrolet,Volt,13
2011,Kern,Propane,,,16
2011,Kings,Electric,Nissan,LEAF,1
2011,Kings,Bio Diesel,,,34
2011,Kings,Diesel,,,2308
2011,Kings,Flex Fuel,,,2661
2011,Kings,Gasoline,,,63001
2011,Kings,Gasoline Hybrid,,,488
2011,Kings,Natural Gas,,,8
2011,Kings,PHEV,Chevrolet,Volt,2
2011,Kings,Propane,,,7
2011,Lake,Electric,Nissan,LEAF,3
2011,Lake,Bio Diesel,,,14
2011,Lake,Diesel,,,2626
2011,Lake,Flex Fuel,,,895
2011,Lake,Gasoline,,,43987
2011,Lake,Gasoline Hybrid,,,562
2011,Lake,Natural Gas,,,1
2011,Lake,Propane,,,3
2011,Lassen,Bio Diesel,,,21
2011,Lassen,Diesel,,,2026
2011,Lassen,Flex Fuel,,,458
2011,Lassen,Gasoline,,,16189
2011,Lassen,Gasoline Hybrid,,,107
2011,Lassen,Propane,,,1
2011,Los Angeles,Electric,Ford,Transit Connect Electric,1
2011,Los Angeles,Electric,Ford,Ranger,5
2011,Los Angeles,Electric,MINI,Mini E,58
2011,Los Angeles,Electric,Nissan,LEAF,742
2011,Los Angeles,Electric,Smart,Fortwo Electric Drive,7
2011,Los Angeles,Electric,Tesla,Roadster,139
2011,Los Angeles,Bio Diesel,,,609
2011,Los Angeles,Diesel,,,50562
2011,Los Angeles,Hydrogen ,Honda,FCX Clarity,16
2011,Los Angeles,Flex Fuel,,,112637
2011,Los Angeles,Gasoline,,,5237187
2011,Los Angeles,Gasoline Hybrid,,,115223
2011,Los Angeles,Natural Gas,,,2022
2011,Los Angeles,PHEV,Chevrolet,Volt,331
2011,Los Angeles,PHEV,Toyota,Prius,162
2011,Los Angeles,Propane,,,92
2011,Madera,Electric,Nissan,LEAF,3
2011,Madera,Bio Diesel,,,25
2011,Madera,Diesel,,,3256
2011,Madera,Flex Fuel,,,2226
2011,Madera,Gasoline,,,72583
2011,Madera,Gasoline Hybrid,,,611
2011,Madera,Natural Gas,,,3
2011,Madera,PHEV,Chevrolet,Volt,2
2011,Madera,Propane,,,7
2011,Marin,Electric,Nissan,LEAF,63
2011,Marin,Electric,Tesla,Roadster,16
2011,Marin,Bio Diesel,,,28
2011,Marin,Diesel,,,3337
2011,Marin,Flex Fuel,,,1924
2011,Marin,Gasoline,,,159408
2011,Marin,Gasoline Hybrid,,,9081
2011,Marin,Natural Gas,,,60
2011,Marin,PHEV,Chevrolet,Volt,25
2011,Marin,Propane,,,4
2011,Mariposa,Electric,Nissan,LEAF,1
2011,Mariposa,Bio Diesel,,,8
2011,Mariposa,Diesel,,,1077
2011,Mariposa,Flex Fuel,,,294
2011,Mariposa,Gasoline,,,13863
2011,Mariposa,Gasoline Hybrid,,,167
2011,Mariposa,Natural Gas,,,1
2011,Mariposa,Propane,,,3
2011,Mendocino,Bio Diesel,,,33
2011,Mendocino,Diesel,,,4863
2011,Mendocino,Flex Fuel,,,1118
2011,Mendocino,Gasoline,,,58837
2011,Mendocino,Gasoline Hybrid,,,1227
2011,Mendocino,Natural Gas,,,1
2011,Mendocino,PHEV,Chevrolet,Volt,3
2011,Mendocino,Propane,,,4
2011,Merced,Electric,Nissan,LEAF,1
2011,Merced,Bio Diesel,,,68
2011,Merced,Diesel,,,4367
2011,Merced,Flex Fuel,,,3544
2011,Merced,Gasoline,,,124375
2011,Merced,Gasoline Hybrid,,,935
2011,Merced,Natural Gas,,,3
2011,Merced,PHEV,Chevrolet,Volt,2
2011,Merced,Propane,,,6
2011,Modoc,Bio Diesel,,,6
2011,Modoc,Diesel,,,852
2011,Modoc,Flex Fuel,,,144
2011,Modoc,Gasoline,,,5324
2011,Modoc,Gasoline Hybrid,,,35
2011,Modoc,Propane,,,1
2011,Mono,Bio Diesel,,,9
2011,Mono,Diesel,,,593
2011,Mono,Flex Fuel,,,192
2011,Mono,Gasoline,,,8572
2011,Mono,Gasoline Hybrid,,,95
2011,Monterey,Electric,Nissan,LEAF,9
2011,Monterey,Electric,Tesla,Roadster,2
2011,Monterey,Bio Diesel,,,87
2011,Monterey,Diesel,,,5882
2011,Monterey,Flex Fuel,,,5675
2011,Monterey,Gasoline,,,225971
2011,Monterey,Gasoline Hybrid,,,3816
